Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z,Compass X,Compass Y,Compass Z,Lidar,Temperature,Time
-6,30,-262,-72,73,27,16,114,50,88,23.29,5961
-3,29,-264,-72,73,21,15,114,50,88,23.41,6047
-4,29,-263,-72,73,27,19,114,48,88,23.27,6133
-4,29,-262,-72,72,23,18,115,50,87,23.35,6220
-6,29,-262,-73,73,22,18,115,48,87,23.33,6306
-3,30,-264,-72,73,27,19,115,50,87,23.33,6393
-5,30,-261,-72,73,22,17,114,49,87,23.33,6479
-4,30,-262,-71,72,26,18,114,49,87,23.27,6565
-4,30,-263,-72,72,24,15,117,48,89,23.23,6652
-6,29,-263,-72,72,23,15,115,47,88,23.35,6738
-4,30,-263,-72,72,26,15,113,50,87,23.33,6825
-5,30,-260,-73,73,22,17,113,47,88,23.33,6912
-4,30,-263,-72,73,25,17,114,48,87,23.29,6999
-6,29,-262,-71,73,24,18,114,48,88,23.35,7085
-5,30,-264,-72,72,23,20,115,48,88,23.35,7171
-4,29,-261,-72,72,26,14,112,49,89,23.27,7258
-5,30,-262,-72,73,23,16,112,49,88,23.23,7344
-5,30,-261,-72,73,25,17,112,49,87,23.41,7431
-4,31,-261,-73,72,24,17,115,50,88,23.27,7517
-5,30,-263,-72,72,23,13,117,49,87,23.23,7603
-5,30,-263,-71,72,26,13,114,48,87,23.35,7690
-4,29,-263,-72,73,23,17,114,48,88,23.41,7776
-5,30,-261,-71,72,25,14,111,48,88,23.41,7863
-4,29,-262,-72,73,24,17,114,51,87,23.29,7949
-6,30,-261,-71,73,24,15,114,51,88,23.39,8035
-5,31,-261,-72,72,25,17,115,48,85,23.39,8122
-5,30,-262,-72,73,23,16,114,47,88,23.27,8208
-5,30,-263,-72,73,25,17,117,48,88,23.39,8295
-13,25,-260,-72,70,6,17,115,50,88,23.33,8381
-5,29,-254,-70,73,39,15,115,50,87,23.33,8468
-2,32,-258,-73,73,7,15,116,50,88,23.27,8554
-4,31,-258,-72,72,19,16,114,51,88,23.33,8640
-6,27,-245,-68,73,34,15,113,49,88,23.29,8727
-2,31,-265,-72,73,17,17,116,47,86,23.35,8813
-7,27,-264,-71,72,28,19,114,49,87,23.35,8900
-6,29,-262,-73,73,24,17,112,49,89,23.27,8986
-1,29,-264,-70,72,35,16,113,46,88,23.33,9072
-5,29,-262,-73,74,20,14,119,49,87,23.33,9159
-7,29,-265,-72,72,27,16,114,50,88,23.39,9245
-4,28,-262,-74,73,17,19,113,49,88,23.27,9332
-7,28,-266,-71,72,24,20,114,48,86,23.33,9418
-3,32,-262,-73,72,24,16,112,50,88,23.39,9504
-5,30,-261,-72,74,15,15,115,49,87,23.33,9591
-3,29,-262,-68,72,41,13,115,52,88,23.27,9677
1,35,-268,-72,74,33,18,112,50,87,23.33,9764
-4,33,-266,-71,71,20,17,115,49,88,23.33,9850
-5,31,-260,-72,73,30,17,115,48,87,23.27,9936
-5,30,-261,-71,72,19,16,114,52,88,23.29,10023
-6,29,-263,-72,73,27,16,113,47,87,23.27,10109
-4,30,-262,-72,72,25,15,115,51,90,23.27,10196
-5,30,-261,-72,73,21,17,114,50,86,23.45,10283
-4,28,-262,-71,72,29,16,114,49,89,23.21,10370
-4,30,-262,-72,73,20,16,113,49,88,23.21,10456
-6,30,-262,-72,72,26,17,115,50,86,23.21,10543
-2,30,-262,-72,73,25,20,112,48,88,23.35,10629
-5,29,-260,-73,73,22,17,114,47,88,23.35,10716
-3,31,-263,-72,72,28,16,112,47,88,23.35,10802
-5,30,-263,-72,73,21,15,115,50,87,23.29,10889
-5,30,-262,-72,71,25,19,111,45,89,23.33,10975
-4,30,-262,-72,73,25,19,113,50,88,23.39,11061
-5,30,-261,-72,72,22,17,114,45,87,23.33,11148
-4,29,-262,-72,72,27,17,113,49,88,23.33,11234
-4,31,-259,-72,72,21,19,114,48,89,23.33,11321
-6,31,-263,-72,72,25,15,117,48,87,23.29,11407
-4,31,-262,-72,72,25,16,114,47,88,23.29,11494
-5,30,-262,-72,72,21,16,117,45,89,23.41,11580
-5,30,-262,-72,72,26,16,113,47,87,23.27,11667
-5,30,-261,-72,73,22,16,113,48,89,23.35,11753
-5,30,-262,-72,72,25,15,114,49,88,23.33,11840
-4,29,-262,-72,72,25,17,114,48,89,23.33,11926
-6,30,-262,-72,73,23,15,114,51,86,23.23,12012
-5,30,-263,-72,73,26,17,115,49,88,23.27,12099
-5,31,-262,-72,72,23,18,114,49,87,23.27,12185
-6,30,-261,-72,73,24,17,111,47,87,23.27,12272
-4,31,-261,-72,73,25,16,112,51,88,23.29,12358
-6,30,-261,-72,72,23,20,116,50,88,23.33,12445
-5,31,-262,-72,72,26,19,114,48,87,23.39,12531
-4,30,-263,-72,72,24,16,113,48,88,23.39,12618
-6,30,-261,-72,72,24,20,114,49,87,23.41,12704
-5,31,-262,-71,72,29,17,116,49,88,23.27,12791
-4,29,-268,-72,72,14,19,111,49,87,23.35,12877
-6,25,-255,-72,71,24,16,112,48,88,23.33,12964
-4,30,-257,-72,71,35,19,114,50,88,23.39,13050
-6,28,-266,-74,72,11,16,116,47,89,23.39,13137
-5,27,-270,-71,72,31,18,116,48,87,23.51,13223
-1,30,-262,-72,72,18,16,115,49,88,23.51,13309
-10,29,-269,-72,73,19,17,112,49,88,23.33,13396
-4,31,-261,-71,72,32,16,115,52,87,23.29,13483
-6,29,-259,-74,72,13,16,111,47,87,23.27,13570
-4,29,-263,-70,71,42,17,114,47,88,23.33,13656
-3,30,-264,-74,73,13,15,115,49,88,23.29,13743
-6,31,-259,-71,74,40,17,116,49,88,23.33,13829
-5,29,-260,-71,72,23,16,116,49,87,23.45,13916
-7,29,-263,-73,72,18,17,114,52,88,23.45,14002
-3,31,-263,-71,72,33,17,113,50,87,23.29,14089
-4,30,-261,-73,73,15,15,114,48,87,23.21,14175
-5,30,-263,-71,72,30,18,114,47,88,23.23,14262
-2,31,-260,-71,72,23,17,115,50,87,23.27,14348
-7,29,-261,-72,73,20,18,113,48,88,23.39,14435
-4,31,-263,-71,72,30,16,113,51,87,23.33,14521
-6,30,-262,-73,73,18,16,114,49,87,23.27,14607
-4,30,-264,-71,72,29,15,113,48,87,23.27,14694
-3,29,-263,-72,72,23,18,115,51,87,23.33,14780
-6,29,-261,-72,73,21,18,112,48,89,23.41,14867
-4,30,-262,-72,73,29,16,112,49,89,23.39,14953
-5,30,-263,-72,72,19,18,114,48,89,23.53,15040
-6,29,-262,-71,72,28,17,113,47,88,23.33,15126
-4,30,-263,-72,72,24,18,118,47,90,23.33,15213
-5,30,-262,-72,72,23,21,114,47,87,23.29,15299
-4,30,-263,-71,72,28,15,114,50,87,23.29,15386
-5,30,-261,-72,73,21,16,114,52,86,23.41,15472
-6,30,-262,-71,72,27,18,114,48,88,23.29,15559
-5,32,-263,-72,72,23,15,112,50,88,23.35,15645
-6,29,-261,-72,72,22,14,114,49,88,23.33,15732
-4,30,-262,-72,72,27,15,115,49,88,23.23,15818
-5,30,-263,-72,72,21,16,115,49,87,23.33,15904
-6,30,-261,-71,72,26,17,115,47,87,23.35,15991
-4,31,-262,-71,72,24,17,115,50,89,23.35,16077
-4,30,-262,-72,72,23,16,117,49,90,23.35,16164
-5,30,-262,-72,72,26,20,111,51,89,23.29,16250
-5,28,-263,-72,72,22,19,114,49,87,23.45,16337
-5,29,-263,-72,72,26,19,114,49,88,23.39,16423
-5,30,-265,-72,71,24,18,114,53,89,23.65,16510
-5,30,-262,-71,72,23,16,114,49,89,23.41,16596
-4,31,-260,-72,72,26,14,114,46,88,23.39,16684
-6,28,-264,-72,72,22,18,113,47,89,23.39,16770
-6,31,-262,-72,72,25,20,114,48,88,23.35,16857
-5,30,-262,-72,72,24,17,115,50,87,23.33,16943
-5,30,-262,-72,72,23,17,113,49,87,23.23,17029
-4,30,-262,-72,72,25,17,114,49,86,23.35,17116
-3,30,-261,-72,72,23,14,111,47,87,23.51,17202
-4,31,-261,-72,72,25,16,115,50,89,23.33,17289
-4,30,-262,-72,72,24,17,115,47,88,23.35,17375
-5,30,-264,-72,72,23,14,115,48,87,23.35,17462
-6,30,-260,-72,72,25,16,114,49,87,23.15,17548
-5,31,-263,-72,73,23,13,115,51,88,23.29,17635
-5,30,-263,-73,72,24,15,112,50,87,23.33,17721
-5,32,-259,-72,72,25,19,116,50,87,23.23,17808
-5,29,-264,-72,72,23,17,112,51,88,23.35,17894
-5,30,-261,-71,72,25,15,114,48,87,23.21,17981
-5,29,-264,-72,72,23,16,116,50,88,23.29,18067
-6,30,-261,-72,72,24,15,114,51,87,23.29,18153
-5,31,-262,-72,73,24,17,115,51,89,23.17,18240
-6,30,-263,-72,72,24,19,114,50,88,23.35,18326
-4,29,-262,-72,73,25,17,112,50,88,23.17,18413
-5,31,-263,-72,72,24,15,117,52,86,23.35,18499
-4,30,-262,-72,73,24,21,115,45,87,23.23,18586
-5,29,-263,-71,72,24,18,113,51,89,23.23,18672
-5,29,-263,-72,72,24,17,117,49,88,23.09,18759
-4,30,-264,-72,72,24,17,115,49,90,23.09,18845
-7,31,-263,-72,72,24,20,115,49,88,23.11,18932
-7,31,-263,-72,72,24,17,113,50,88,23.17,19018
-5,30,-263,-72,72,24,18,112,54,89,23.29,19105
-5,30,-263,-72,72,23,17,113,53,87,23.21,19191
-5,31,-263,-73,72,24,15,114,51,88,23.39,19277
-6,31,-264,-72,72,24,18,115,51,87,23.51,19364
-5,31,-261,-72,72,24,16,115,48,88,23.41,19450
-4,31,-263,-72,72,24,15,114,51,89,23.41,19537
-5,31,-259,-72,72,24,18,114,52,90,23.23,19623
-6,30,-262,-72,72,24,16,115,49,88,23.17,19710
-4,30,-263,-72,73,23,20,115,50,87,23.21,19796
-6,32,-262,-72,72,24,15,114,49,88,23.23,19884
-5,30,-262,-72,72,25,18,115,50,88,23.17,19970
-5,30,-263,-72,72,24,17,116,49,89,23.33,20057
-6,31,-261,-72,72,24,17,115,51,87,23.23,20143
-5,31,-261,-72,72,24,16,115,51,87,23.23,20230
-4,30,-262,-72,72,24,20,114,50,89,23.23,20316
-6,30,-262,-71,72,24,16,111,50,89,23.29,20403
-4,31,-262,-71,72,24,19,113,50,88,23.27,20489
-5,30,-263,-72,72,24,17,112,50,87,23.21,20575
-5,31,-263,-72,72,24,19,115,49,87,23.21,20662
-5,31,-262,-72,73,24,21,113,47,87,23.11,20748
-4,31,-261,-72,72,24,18,114,49,87,23.33,20835
-5,29,-263,-73,72,24,17,113,50,90,23.33,20921
-6,29,-263,-72,72,24,17,114,51,86,23.23,21008
-3,31,-261,-72,72,24,17,115,50,89,23.29,21094
-6,30,-263,-72,73,24,15,115,49,88,23.33,21181
-3,30,-262,-72,72,25,18,115,51,88,23.27,21267
-5,30,-261,-72,72,24,15,116,50,88,23.33,21354
-3,30,-262,-72,72,24,15,113,49,89,23.27,21440
-4,29,-264,-72,72,24,17,116,48,88,23.11,21527
-3,30,-261,-72,72,24,14,115,49,87,23.11,21613
-6,31,-263,-72,72,24,17,116,51,88,23.33,21699
-4,30,-263,-72,71,24,19,113,51,88,23.15,21786
-6,29,-262,-72,72,24,16,114,51,87,23.23,21872
-5,31,-264,-72,72,24,19,116,50,88,23.17,21959
-4,31,-262,-72,72,24,16,116,47,86,23.35,22045
-4,29,-262,-72,72,24,18,113,50,86,23.15,22132
-5,30,-261,-72,72,24,17,115,50,89,23.15,22218
-5,30,-263,-71,72,24,16,115,51,87,23.15,22305
-5,31,-263,-72,72,24,18,114,50,87,23.15,22391
-5,30,-261,-71,72,24,15,114,51,87,23.21,22478
-4,31,-260,-73,72,25,17,112,49,88,23.29,22564
-4,30,-261,-72,72,24,19,116,49,86,23.27,22651
-4,30,-264,-72,72,25,18,115,51,88,23.33,22737
-4,30,-263,-72,72,24,17,112,48,88,23.23,22823
-5,29,-262,-72,72,24,18,114,49,90,23.23,22910
-4,29,-263,-72,72,24,14,116,51,87,23.23,22996
-5,32,-260,-73,72,23,15,114,51,88,23.27,23084
-4,31,-262,-72,72,24,15,116,49,87,23.27,23170
-4,31,-263,-72,72,24,16,112,50,90,23.21,23257
-4,29,-263,-71,72,24,17,115,51,87,23.29,23343
-5,30,-260,-72,72,25,15,116,54,87,23.21,23430
-6,31,-263,-72,73,25,16,112,48,88,23.29,23516
-4,29,-261,-72,72,24,18,117,46,88,23.29,23603
-6,29,-262,-72,72,24,19,113,51,88,23.21,23689
-3,30,-260,-72,72,24,16,113,50,87,23.21,23776
-5,29,-261,-72,72,24,18,112,51,88,23.11,23862
-4,30,-262,-72,73,24,17,114,50,87,23.21,23948
-5,29,-262,-72,73,24,18,111,49,87,23.33,24035
-5,30,-262,-72,72,24,19,113,49,87,23.27,24121
-4,30,-264,-72,73,24,21,113,53,86,23.15,24208
-5,30,-263,-72,71,24,19,113,45,88,23.15,24294
-5,31,-263,-72,73,25,19,115,47,88,23.29,24381
-4,31,-263,-72,72,24,18,119,51,88,23.21,24467
-4,30,-264,-72,72,24,17,113,50,88,23.23,24554
-5,30,-261,-72,72,24,17,114,48,87,23.15,24640
-4,30,-263,-72,72,24,19,114,49,86,23.21,24727
-6,30,-263,-73,72,24,17,113,49,87,23.17,24813
-4,31,-262,-72,72,24,16,115,48,86,23.23,24900
-5,30,-261,-71,72,24,16,113,52,87,23.23,24986
-4,30,-262,-73,72,24,18,116,52,86,23.29,25073
-6,29,-261,-72,72,24,16,113,52,88,23.29,25159
-5,31,-261,-72,72,24,17,112,50,89,23.21,25245
-5,30,-262,-72,73,24,17,113,50,87,23.21,25332
-4,31,-262,-72,72,24,16,113,51,88,23.29,25418
-4,31,-264,-72,72,24,16,116,50,87,23.33,25505
-5,31,-261,-72,72,24,19,112,49,87,23.21,25591
-5,30,-263,-72,73,24,17,116,50,87,23.21,25678
-5,30,-261,-72,72,24,21,113,47,87,23.17,25764
-6,30,-263,-72,73,24,17,114,49,87,23.17,25851
-4,30,-263,-72,73,24,17,114,48,87,23.29,25937
-6,30,-261,-72,72,24,19,116,51,87,23.23,26024
-5,30,-262,-72,72,24,18,114,48,87,23.21,26110
-6,30,-263,-72,72,24,18,113,49,89,23.21,26198
-5,30,-263,-72,71,25,16,115,50,87,23.21,26284
-6,31,-262,-72,72,24,15,114,50,87,23.21,26371
-6,31,-262,-71,72,24,17,113,51,88,23.23,26457
-5,30,-263,-72,72,24,16,113,51,88,23.15,26543
-5,30,-262,-72,72,24,16,113,50,86,23.09,26630
-4,29,-262,-72,73,24,15,114,50,87,23.29,26716
-5,30,-262,-72,72,24,18,112,49,88,23.15,26803
-6,30,-262,-71,72,24,16,112,51,88,23.15,26889
-6,30,-262,-72,72,24,15,114,52,87,23.21,26976
-4,30,-263,-72,72,23,16,110,50,86,23.21,27062
-5,31,-262,-71,72,24,18,114,49,87,23.17,27149
-5,31,-264,-71,72,24,17,115,49,88,23.17,27235
-6,30,-261,-71,72,25,15,112,50,88,23.29,27322
-6,29,-263,-72,73,24,19,113,50,87,23.35,27408
-5,30,-262,-71,71,24,18,113,51,86,23.21,27495
-5,30,-261,-72,72,24,18,117,47,86,23.41,27581
-5,29,-262,-72,72,24,16,117,49,88,23.35,27667
-6,31,-261,-72,71,24,20,114,50,87,23.35,27754
-5,30,-263,-72,72,24,17,114,48,86,23.21,27840
-5,30,-262,-72,72,24,20,112,46,87,23.17,27927
-6,31,-263,-72,72,24,20,113,48,87,23.23,28013
-4,29,-262,-72,72,24,17,113,45,87,23.29,28100
-6,30,-263,-72,72,24,17,112,51,88,23.21,28186
-4,31,-262,-72,72,24,17,112,49,87,23.29,28273
-5,29,-262,-72,73,24,16,111,49,89,23.41,28359
-5,30,-262,-72,72,24,16,116,49,88,23.41,28446
-4,30,-262,-72,73,24,16,115,50,88,23.23,28532
-5,30,-261,-72,72,24,17,113,47,85,23.23,28619
-5,31,-261,-72,72,24,16,114,50,88,23.27,28705
-5,31,-263,-72,72,24,18,114,49,88,23.21,28792
-6,31,-261,-72,72,24,16,115,49,87,23.23,28878
-6,30,-261,-72,72,24,16,113,52,86,23.23,28964
-6,32,-261,-72,72,24,19,114,49,87,23.23,29051
-5,31,-263,-72,72,24,16,113,51,86,23.23,29137
-5,29,-266,-72,72,25,18,114,49,87,23.23,29224
-4,30,-262,-72,72,24,19,115,49,86,23.23,29310
-5,30,-262,-72,72,24,18,113,49,85,23.27,29398
-4,30,-262,-72,72,24,18,115,50,88,23.23,29484
-6,30,-263,-72,72,24,21,114,50,87,23.33,29571
-5,31,-262,-72,72,24,21,113,51,86,23.29,29657
-6,31,-262,-72,72,24,16,113,49,85,23.27,29744
-5,31,-261,-72,72,24,17,115,50,86,23.27,29830
-6,30,-261,-72,72,24,19,115,49,86,23.17,29917
-4,30,-263,-71,72,24,18,114,49,88,23.39,30003
-6,30,-262,-72,72,24,16,115,50,86,23.39,30089
-6,30,-264,-72,73,24,17,114,49,88,23.29,30176
-5,31,-262,-72,72,24,18,114,53,87,23.33,30262
-5,31,-262,-72,72,24,17,112,48,88,23.29,30349
-6,30,-261,-72,72,24,13,117,51,85,23.27,30435
-5,30,-261,-72,72,24,16,115,50,87,23.27,30522
-5,30,-264,-72,72,24,14,112,51,87,23.29,30608
-5,31,-262,-71,72,24,17,113,50,87,23.21,30695
-5,30,-262,-72,72,24,19,112,49,87,23.21,30781
-6,29,-261,-72,72,23,17,113,52,88,23.33,30868
-5,29,-262,-72,72,24,18,116,49,88,23.27,30954
-4,30,-261,-72,72,24,14,114,51,86,23.33,31041
-6,31,-262,-72,72,24,20,115,51,87,23.15,31127
-5,30,-263,-72,72,24,17,114,49,86,23.15,31214
-4,31,-261,-71,72,24,15,115,49,86,23.29,31300
-5,31,-260,-72,71,24,17,113,53,87,23.27,31386
-4,30,-263,-72,72,24,16,112,52,87,23.39,31473
-6,30,-262,-72,72,24,17,112,49,88,23.27,31559
-4,30,-261,-72,72,23,16,111,47,87,23.21,31646
-3,29,-261,-72,71,24,17,112,50,87,23.27,31732
-5,30,-262,-72,72,24,16,115,51,88,23.33,31819
-6,30,-262,-72,72,24,19,114,51,87,23.33,31905
-5,28,-263,-72,72,24,13,114,49,87,23.29,31992
-4,30,-262,-72,72,24,17,114,48,87,23.17,32078
-6,30,-263,-71,72,24,17,113,51,86,23.27,32165
