Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z,Compass X,Compass Y,Compass Z,Lidar,Temperature,Time
10,33,-260,-70,72,21,58,111,-191,48,23.63,13838
10,31,-278,-69,72,25,60,112,-191,44,23.59,13925
11,23,-262,-68,72,22,56,113,-190,48,23.51,14012
2,32,-253,-70,71,21,59,112,-193,47,23.57,14098
-5,26,-259,-68,70,25,60,111,-194,46,23.57,14185
5,29,-276,-72,70,22,57,110,-196,50,23.57,14271
5,29,-269,-70,72,19,61,114,-193,44,23.59,14358
10,29,-269,-69,71,23,55,115,-197,47,23.57,14444
1,27,-251,-69,71,23,59,113,-191,47,23.53,14531
9,27,-266,-68,71,21,64,114,-193,45,23.71,14617
-5,30,-272,-70,72,24,56,113,-193,46,23.59,14704
7,31,-254,-68,71,25,58,112,-195,49,23.71,14790
4,27,-262,-69,70,20,58,111,-190,45,23.71,14877
3,26,-264,-70,71,22,60,114,-198,50,23.71,14963
3,28,-260,-69,71,26,58,111,-197,45,23.63,15050
3,28,-265,-71,70,21,60,114,-192,45,23.63,15136
4,32,-259,-71,71,22,63,113,-193,47,23.57,15223
6,30,-245,-66,72,25,59,110,-197,47,23.65,15309
6,30,-239,-66,72,22,59,111,-191,49,23.59,15396
0,30,-272,-71,71,21,57,112,-198,51,23.65,15482
9,30,-257,-68,72,24,54,116,-194,48,23.65,15569
3,31,-254,-70,71,23,62,111,-193,48,23.79,15655
6,29,-264,-70,71,21,60,112,-192,46,23.79,15742
4,31,-267,-71,70,24,58,113,-195,47,23.71,15828
7,31,-262,-70,71,24,58,113,-195,49,23.69,15916
10,30,-263,-70,71,21,56,117,-198,47,23.75,16002
5,29,-260,-69,70,24,56,114,-199,47,23.85,16089
6,31,-261,-70,71,24,58,114,-197,45,23.71,16176
5,31,-262,-70,71,18,58,113,-190,51,23.71,16262
5,31,-263,-70,70,28,56,114,-197,46,23.75,16349
7,31,-264,-70,71,23,61,112,-195,44,23.71,16435
5,30,-262,-70,71,15,58,114,-195,47,23.75,16522
4,31,-264,-70,70,29,54,114,-197,49,23.81,16608
7,30,-264,-70,71,25,55,115,-194,44,23.85,16695
4,31,-260,-71,72,14,57,114,-195,47,24.05,16781
5,29,-262,-70,71,25,58,113,-196,47,23.71,16868
8,31,-261,-70,70,27,54,108,-195,45,23.85,16954
6,29,-263,-71,71,16,57,111,-194,47,23.85,17041
5,30,-262,-70,71,23,58,115,-195,51,23.75,17127
8,31,-263,-70,71,28,57,112,-197,45,23.71,17214
6,30,-263,-71,71,19,57,113,-197,48,23.79,17300
4,29,-264,-69,71,21,60,112,-196,45,23.71,17387
5,31,-264,-70,71,27,56,113,-195,45,23.71,17473
7,30,-262,-70,71,20,56,114,-197,46,23.71,17560
4,30,-262,-70,71,20,57,114,-195,46,23.81,17646
5,31,-263,-69,70,26,54,114,-196,47,23.81,17733
7,32,-263,-69,71,22,58,111,-195,44,23.81,17819
4,30,-262,-70,71,20,58,113,-195,46,23.71,17906
5,29,-263,-70,71,25,57,113,-194,45,23.71,17992
5,31,-262,-70,71,24,55,113,-194,46,23.69,18079
7,29,-264,-70,71,20,56,113,-196,49,23.75,18165
5,30,-263,-70,70,24,56,113,-197,46,23.79,18252
6,30,-264,-69,70,24,58,113,-193,49,23.91,18338
6,31,-263,-69,71,20,56,116,-195,47,23.91,18425
5,30,-260,-70,71,22,56,114,-195,46,23.81,18511
6,29,-262,-69,71,25,59,112,-191,47,23.79,18598
4,29,-263,-69,71,21,54,112,-194,47,23.81,18684
5,29,-263,-69,71,21,56,115,-194,47,23.93,18771
5,31,-262,-70,71,25,55,112,-193,47,23.97,18857
6,31,-262,-70,71,22,57,116,-193,48,23.87,18945
4,29,-264,-70,71,22,57,111,-197,46,23.69,19031
4,30,-262,-70,71,24,57,115,-197,50,23.87,19118
6,30,-262,-69,71,23,56,114,-195,47,23.87,19204
5,31,-263,-70,70,22,54,111,-194,46,23.79,19291
6,29,-264,-70,70,23,54,111,-193,48,23.81,19377
5,31,-264,-70,71,23,58,111,-197,49,23.81,19464
4,30,-264,-69,71,21,60,111,-193,48,23.79,19550
6,29,-263,-70,71,23,55,110,-195,45,23.71,19637
5,30,-262,-70,71,23,58,114,-195,49,23.75,19723
6,29,-263,-70,71,22,58,114,-197,42,23.75,19810
5,30,-263,-70,71,22,56,112,-195,48,23.75,19896
5,30,-261,-70,71,24,58,113,-196,48,23.79,19983
6,29,-263,-70,71,22,60,112,-194,47,23.69,20069
5,30,-263,-70,71,22,57,114,-197,48,23.75,20156
5,30,-262,-70,71,23,59,114,-194,47,23.79,20242
6,29,-262,-70,71,23,56,114,-193,48,23.75,20329
5,29,-263,-70,71,22,54,110,-195,48,23.71,20415
5,31,-264,-70,71,22,60,116,-195,46,23.75,20502
6,31,-263,-70,71,23,59,110,-192,46,23.75,20588
5,30,-262,-70,71,22,57,114,-192,47,23.75,20675
5,31,-263,-70,71,22,53,110,-194,46,23.71,20761
6,29,-263,-69,71,23,55,114,-194,47,23.71,20848
5,30,-263,-70,70,21,60,115,-194,48,23.63,20934
4,30,-263,-70,70,22,57,115,-193,45,23.71,21021
5,29,-263,-69,71,23,59,113,-194,46,23.69,21107
7,29,-264,-70,71,23,58,111,-195,44,23.71,21194
4,31,-264,-69,71,22,56,113,-197,45,23.65,21280
5,31,-261,-70,71,23,58,111,-191,48,23.65,21367
4,31,-265,-69,71,23,58,112,-196,47,23.59,21453
5,31,-262,-70,70,22,57,115,-195,47,23.69,21540
5,30,-263,-70,71,23,55,113,-199,47,23.69,21627
5,30,-263,-70,70,22,56,112,-193,47,23.59,21713
5,30,-263,-70,70,22,58,116,-194,48,23.85,21800
6,30,-263,-69,71,23,56,112,-193,50,23.71,21886
6,30,-263,-70,71,22,55,112,-192,47,23.59,21974
5,30,-263,-70,71,22,56,113,-194,49,23.59,22060
4,31,-262,-70,70,22,57,112,-190,46,23.69,22147
6,29,-263,-70,71,23,54,112,-192,48,23.69,22233
5,31,-264,-70,70,22,60,115,-195,50,23.75,22320
5,30,-264,-70,70,23,56,116,-195,47,23.79,22406
6,29,-263,-70,70,23,54,116,-193,45,23.75,22493
6,29,-264,-70,71,22,56,114,-193,45,23.75,22579
5,29,-262,-69,71,22,56,114,-194,46,23.75,22666
5,31,-264,-70,71,23,58,109,-195,47,23.75,22752
4,31,-263,-70,71,23,58,114,-196,49,23.57,22839
5,30,-261,-70,71,23,56,112,-197,46,23.65,22925
5,31,-262,-70,71,23,58,114,-194,47,23.65,23012
5,30,-262,-70,71,23,57,114,-193,45,23.65,23098
4,31,-262,-70,70,22,58,113,-193,48,23.75,23185
6,30,-264,-70,71,22,58,109,-195,47,23.79,23271
6,31,-265,-69,71,22,57,114,-197,46,23.69,23358
6,31,-264,-70,71,22,56,114,-198,50,23.69,23444
5,30,-263,-70,71,23,58,114,-193,47,23.69,23531
5,30,-262,-70,71,23,59,111,-194,48,23.63,23617
6,30,-263,-70,71,22,60,112,-195,46,23.65,23704
5,31,-264,-70,70,22,59,115,-196,48,23.65,23790
5,30,-264,-70,71,22,58,113,-195,45,23.69,23877
5,31,-262,-70,71,23,59,115,-195,45,23.63,23963
5,31,-263,-69,71,22,58,110,-195,48,23.63,24050
5,30,-263,-70,71,23,60,113,-192,46,23.63,24136
5,31,-264,-70,70,23,56,111,-194,48,23.59,24223
5,30,-262,-70,71,22,57,113,-193,45,23.75,24309
6,30,-262,-70,70,23,59,111,-193,45,23.65,24396
5,31,-263,-70,70,22,56,113,-194,47,23.65,24482
5,31,-265,-69,70,22,60,115,-197,47,23.69,24569
6,30,-265,-70,70,23,56,110,-196,48,23.63,24655
6,29,-263,-70,70,22,56,117,-195,48,23.75,24742
5,31,-262,-70,70,22,58,111,-193,46,23.65,24828
6,31,-263,-70,71,23,56,113,-194,48,23.65,24915
6,30,-263,-70,71,23,55,112,-195,47,23.65,25001
5,29,-260,-70,70,23,59,111,-198,47,23.75,25089
5,31,-265,-70,71,23,56,115,-193,49,23.63,25175
5,30,-263,-70,71,23,56,114,-196,43,23.69,25262
6,30,-263,-70,71,22,58,113,-196,46,23.71,25348
4,31,-263,-70,71,23,56,118,-196,48,23.63,25435
5,31,-264,-70,71,23,57,112,-194,48,23.63,25521
6,30,-264,-70,71,23,60,114,-193,47,23.63,25608
5,30,-265,-70,71,22,58,113,-193,47,23.57,25694
4,31,-263,-70,71,23,61,110,-195,51,23.57,25781
5,30,-264,-69,71,23,58,110,-194,52,23.57,25867
6,30,-263,-70,70,22,60,115,-193,47,23.63,25954
4,31,-262,-70,71,22,59,113,-192,45,23.57,26041
5,31,-262,-70,71,23,60,115,-196,46,23.57,26127
5,30,-262,-70,70,23,58,112,-193,45,23.53,26214
4,29,-261,-70,71,22,55,113,-195,45,23.53,26300
4,31,-264,-70,71,22,57,113,-195,48,23.53,26387
4,29,-265,-70,70,22,57,110,-193,44,23.59,26473
4,31,-263,-70,70,23,59,115,-195,48,23.57,26560
4,31,-264,-70,71,23,56,111,-194,49,23.65,26646
5,30,-265,-70,71,22,57,112,-195,46,23.75,26733
4,31,-263,-70,71,22,58,112,-195,47,23.59,26819
5,32,-263,-70,71,22,55,114,-194,48,23.63,26906
5,30,-262,-70,70,22,58,113,-193,46,23.63,26992
6,30,-263,-70,71,23,57,116,-194,47,23.81,27079
5,30,-264,-69,71,23,57,120,-194,46,23.63,27165
5,29,-262,-70,71,22,59,114,-194,50,23.63,27252
5,30,-263,-70,70,23,56,113,-195,49,23.63,27338
4,31,-264,-70,71,23,58,113,-196,47,23.65,27425
4,30,-263,-70,70,23,57,116,-195,47,23.59,27511
5,30,-264,-70,70,23,57,115,-192,47,23.65,27598
5,29,-262,-70,70,22,57,112,-192,45,23.65,27684
6,29,-262,-70,71,23,55,116,-192,47,23.59,27771
5,30,-263,-70,71,22,55,116,-191,48,23.75,27857
4,28,-263,-70,71,23,57,116,-196,47,23.69,27944
5,30,-262,-71,70,22,59,117,-194,47,23.63,28030
6,30,-263,-71,71,22,56,115,-190,47,23.81,28118
5,30,-263,-70,71,23,55,115,-192,46,23.75,28204
4,29,-264,-70,70,23,58,111,-191,48,23.75,28291
5,30,-262,-70,70,23,60,113,-193,46,23.75,28377
6,30,-264,-70,70,23,58,113,-196,46,23.59,28464
6,31,-273,-69,70,23,57,114,-192,43,23.57,28550
5,31,-266,-70,70,22,57,114,-197,44,23.53,28637
4,29,-262,-70,71,23,59,113,-194,48,23.63,28723
5,30,-264,-70,71,22,57,114,-197,47,23.69,28810
5,31,-264,-70,70,23,60,112,-192,48,23.63,28896
5,30,-262,-70,71,23,59,112,-193,45,23.65,28983
4,30,-264,-70,71,23,56,112,-191,44,23.69,29069
4,31,-263,-70,70,22,58,113,-198,47,23.69,29156
6,30,-275,-66,72,23,58,114,-194,49,23.71,29242
5,29,-276,-66,73,23,58,114,-194,48,23.59,29329
11,33,-293,-71,69,23,55,114,-193,46,23.57,29415
2,31,-252,-70,70,22,58,112,-191,48,23.65,29502
6,31,-264,-69,71,22,59,112,-196,49,23.65,29588
3,31,-260,-70,70,23,59,115,-194,49,23.65,29675
4,31,-262,-69,70,22,61,112,-192,46,23.53,29761
5,31,-263,-70,71,22,58,113,-195,51,23.53,29848
4,31,-262,-70,70,23,56,113,-194,47,23.75,29934
5,29,-263,-70,71,23,56,114,-193,45,23.53,30021
8,30,-263,-70,70,23,58,111,-194,47,23.57,30107
6,29,-262,-70,71,23,57,112,-192,46,23.71,30194
4,31,-265,-70,71,22,57,111,-198,47,23.69,30280
5,31,-255,-70,71,22,61,110,-195,48,23.81,30367
4,30,-262,-71,70,23,58,111,-192,49,23.71,30454
5,30,-261,-70,70,23,58,112,-195,47,23.71,30540
6,30,-262,-70,71,23,54,114,-192,46,23.69,30627
6,30,-264,-70,70,22,57,115,-191,45,23.71,30713
5,31,-263,-70,70,23,56,114,-195,48,23.71,30800
4,30,-262,-70,71,22,56,113,-196,46,23.69,30886
5,30,-262,-70,71,22,59,113,-192,44,23.75,30973
5,31,-265,-70,71,23,56,114,-193,43,23.69,31059
5,31,-262,-70,71,23,56,112,-194,48,23.65,31147
5,30,-264,-70,71,22,55,111,-191,47,23.65,31233
5,31,-262,-70,70,22,55,115,-194,47,23.63,31320
6,31,-265,-70,70,23,59,117,-193,48,23.75,31406
4,31,-262,-70,70,23,58,116,-192,49,23.65,31493
6,30,-263,-70,71,23,60,113,-195,51,23.75,31579
5,31,-262,-70,70,22,56,113,-193,46,23.59,31666
5,29,-263,-70,70,23,59,114,-191,47,23.63,31752
4,29,-264,-70,71,22,58,114,-194,47,23.63,31839
5,29,-264,-70,71,23,60,114,-195,45,23.63,31925
5,30,-263,-70,70,23,58,113,-193,48,23.63,32012
4,30,-263,-70,71,22,56,113,-193,48,23.75,32098
4,30,-264,-70,70,23,58,114,-192,47,23.75,32185
6,30,-263,-70,71,22,58,113,-196,48,23.71,32271
4,30,-260,-69,71,23,58,112,-196,45,23.71,32358
4,29,-264,-70,71,23,57,111,-193,49,23.71,32444
3,30,-264,-70,70,23,59,112,-195,48,23.63,32531
5,30,-265,-2,-258,-258,56,113,-194,46,23.59,32617
4,31,-263,-70,70,23,55,114,-192,44,23.59,32704
4,31,-262,-70,70,22,56,113,-191,48,23.53,32790
4,30,-261,-69,70,23,59,113,-195,47,23.75,32877
5,31,-264,-69,70,22,58,115,-191,45,23.65,32963
5,30,-262,-70,70,22,59,113,-193,48,23.65,33050
3,29,-263,-70,71,22,58,113,-194,48,23.65,33136
5,29,-264,-70,71,22,55,113,-191,46,23.63,33223
6,29,-264,-69,70,23,60,111,-194,46,23.63,33309
4,30,-263,-70,70,23,58,114,-192,51,23.63,33396
5,30,-262,-70,70,23,54,113,-192,47,23.69,33482
3,29,-264,-70,70,23,55,114,-194,46,23.71,33569
5,29,-262,-70,70,23,58,114,-190,46,23.59,33655
4,30,-263,-70,71,22,59,113,-192,49,23.57,33742
4,30,-264,-70,70,23,60,113,-194,46,23.69,33828
5,31,-265,-70,71,23,57,113,-193,46,23.75,33915
5,30,-264,-69,70,23,58,114,-193,47,23.71,34001
4,30,-264,-70,70,23,55,115,-197,47,23.71,34088
5,31,-263,-70,70,23,55,113,-195,49,23.59,34174
5,30,-263,-70,70,23,54,112,-195,46,23.65,34262
4,31,-261,-70,70,23,57,112,-195,46,23.59,34348
4,31,-264,-70,70,23,57,114,-194,45,23.71,34435
5,30,-263,-70,70,22,57,115,-195,48,23.71,34521
4,30,-262,-70,70,23,57,116,-196,47,23.65,34608
4,30,-261,-70,71,23,59,116,-191,46,23.75,34695
4,31,-262,-70,71,23,57,113,-195,49,23.75,34781
4,30,-262,-70,70,22,59,116,-193,46,23.63,34868
3,30,-262,-70,71,22,57,114,-192,44,23.63,34954
4,30,-263,-70,69,23,56,113,-196,49,23.59,35041
4,31,-261,-70,71,22,57,115,-195,47,23.69,35127
5,30,-264,-70,70,23,57,114,-190,47,23.59,35214
4,31,-262,-69,71,23,56,115,-193,47,23.65,35300
5,32,-262,-70,70,22,57,115,-196,47,23.75,35387
5,31,-264,-70,70,22,59,111,-195,47,23.75,35473
4,29,-263,-70,70,23,58,112,-194,46,23.79,35560
5,30,-261,-70,71,23,57,113,-193,47,23.57,35646
5,30,-263,-70,71,23,58,115,-194,46,23.63,35733
4,30,-265,-70,70,23,57,113,-191,47,23.59,35819
4,30,-263,-70,70,22,58,112,-196,49,23.65,35906
4,30,-265,-70,70,23,56,113,-194,49,23.69,35992
5,30,-264,-70,70,23,57,113,-193,49,23.69,36079
3,31,-263,-70,70,23,56,114,-196,47,23.69,36165
4,30,-264,-70,70,22,57,112,-194,47,23.59,36252
3,31,-263,-70,70,22,59,114,-194,50,23.59,36338
4,30,-262,-69,70,22,57,115,-193,48,23.71,36425
5,30,-262,-70,70,23,56,111,-194,47,23.59,36511
6,29,-263,-70,71,23,61,113,-193,47,23.79,36598
4,29,-263,-69,70,22,61,113,-192,47,23.57,36684
4,31,-263,-70,70,23,58,112,-192,48,23.65,36771
4,30,-264,-70,71,23,59,114,-195,47,23.51,36857
4,31,-263,-70,70,22,59,114,-191,47,23.51,36944
4,31,-262,-70,70,22,59,116,-195,46,23.63,37030
6,29,-262,-70,71,22,57,115,-196,47,23.57,37117
5,30,-263,-70,70,23,56,115,-194,44,23.65,37203
5,30,-265,-70,70,23,61,115,-191,46,23.59,37291
4,30,-263,-69,70,23,57,116,-192,50,23.57,37377
5,31,-262,-70,70,23,58,112,-191,49,23.69,37464
6,29,-263,-70,70,23,60,112,-193,49,23.63,37550
4,30,-263,-70,70,22,57,115,-192,44,23.63,37637
4,30,-263,-70,70,23,57,114,-193,48,23.63,37723
5,29,-262,-70,70,22,56,114,-193,48,23.63,37810
4,30,-260,-69,71,23,57,113,-195,48,23.59,37896
6,31,-259,-69,70,23,58,113,-194,49,23.71,37983
5,30,-263,-70,70,22,57,112,-193,48,23.65,38069
4,30,-264,-70,71,23,56,114,-193,48,23.71,38156
5,30,-261,-69,71,23,56,110,-193,48,23.69,38242
5,30,-264,-70,70,23,55,112,-194,44,23.69,38329
5,29,-264,-70,70,22,55,114,-193,48,23.75,38415
4,29,-262,-69,70,22,54,114,-193,49,23.65,38502
5,30,-261,-70,71,23,55,113,-195,45,23.69,38588
4,29,-263,-70,70,22,58,111,-193,46,23.65,38675
5,30,-262,-70,71,23,58,114,-194,49,23.69,38761
6,30,-263,-70,70,23,58,114,-193,47,23.69,38848
4,29,-262,-70,70,23,55,111,-192,49,23.71,38934
4,30,-264,-70,70,22,57,115,-192,45,23.71,39021
5,30,-265,-70,71,23,59,114,-193,46,23.63,39107
3,32,-265,-70,70,23,57,112,-194,47,23.69,39194
5,31,-262,-70,70,23,57,113,-195,47,23.57,39281
4,30,-263,-70,71,23,58,110,-194,48,23.63,39367
4,31,-263,-70,71,23,55,115,-192,48,23.79,39454
4,30,-262,-70,71,23,57,113,-193,50,23.71,39540
5,30,-262,-70,71,23,60,111,-194,48,23.71,39627
4,31,-264,-70,70,23,58,111,-194,49,23.71,39713
5,29,-264,-70,71,23,58,116,-192,49,23.65,39800
5,30,-262,-70,71,23,58,115,-195,47,23.63,39886
5,29,-264,-70,70,23,57,113,-193,47,23.71,39973
4,31,-261,-70,71,23,58,115,-191,48,23.71,40059
