Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z,Compass X,Compass Y,Compass Z,Lidar,Temperature,Time
-5,36,-262,-72,70,26,172,256,-220,51,23.93,3546
11,-79,-256,-73,70,24,188,248,-222,49,23.93,3632
-10,128,-264,-72,70,34,172,255,-213,47,23.97,3719
-4,35,-259,-73,70,30,171,258,-222,49,23.87,3806
-8,34,-264,-74,71,18,173,260,-221,49,23.85,3892
-9,32,-261,-71,70,32,173,260,-223,50,23.85,3979
-6,35,-263,-72,70,33,168,256,-220,50,23.85,4065
-5,32,-263,-73,71,20,170,260,-218,51,23.85,4152
-9,33,-260,-73,71,28,173,257,-223,49,24.05,4238
-6,34,-265,-71,70,35,173,259,-223,51,23.87,4325
-6,33,-260,-74,71,23,173,260,-222,50,23.85,4411
-8,32,-260,-73,71,26,174,262,-223,50,23.85,4498
-7,34,-261,-72,71,33,174,259,-223,48,24.21,4584
-7,34,-263,-73,71,26,174,260,-223,51,23.97,4671
-7,32,-261,-73,71,24,174,260,-222,50,23.87,4757
4,21,-269,-73,70,32,162,367,-228,49,23.87,4844
0,79,-268,-73,70,29,175,254,-221,51,23.85,4930
1,23,-280,-74,71,23,171,329,-227,51,23.85,5017
-26,34,-244,-72,71,30,169,248,-220,51,23.85,5103
-5,30,-264,-72,71,32,171,256,-221,51,23.85,5190
-8,32,-265,-73,70,25,171,256,-222,51,23.87,5276
-9,33,-262,-73,70,27,172,258,-224,51,23.85,5363
-5,33,-265,-73,70,32,177,260,-219,50,23.93,5449
-4,32,-260,-73,71,26,177,258,-221,53,23.93,5536
-7,33,-261,-73,70,25,173,257,-221,50,23.85,5622
-7,34,-261,-73,71,31,171,260,-220,52,23.93,5709
-5,33,-264,-72,71,27,175,261,-220,49,23.81,5795
-7,32,-262,-72,71,25,174,259,-218,49,23.85,5882
-8,33,-262,-72,71,30,174,257,-220,52,23.85,5968
-7,33,-262,-72,70,28,173,257,-220,50,24.05,6055
-6,34,-262,-73,71,25,176,260,-223,48,23.93,6142
-8,33,-262,-72,70,28,176,260,-222,51,23.85,6228
-7,33,-262,-72,70,30,173,258,-222,50,23.85,6316
-6,33,-263,-73,71,26,173,258,-220,50,23.85,6402
-7,33,-260,-73,71,27,175,258,-224,47,23.85,6489
-6,33,-261,-72,71,29,175,258,-222,52,24.03,6575
-5,32,-260,-73,71,27,177,261,-223,48,23.85,6662
-6,34,-262,-73,70,26,175,260,-222,48,23.81,6748
-8,33,-263,-73,71,29,173,258,-222,50,23.93,6835
-7,33,-264,-72,71,28,176,258,-219,49,23.97,6921
-6,33,-258,-73,71,26,174,259,-223,50,23.97,7008
-6,33,-260,-71,70,28,175,258,-219,49,23.85,7094
-5,32,-271,-73,70,28,177,259,-221,50,23.85,7181
-7,33,-259,-73,70,27,175,258,-219,49,23.93,7267
-7,34,-261,-73,71,27,173,260,-218,50,23.93,7354
-7,33,-262,-73,71,29,176,258,-222,51,23.91,7440
-5,33,-263,-73,70,27,175,257,-221,48,23.91,7527
-8,33,-261,-73,70,27,175,258,-223,53,23.91,7613
-8,35,-262,-72,70,28,176,258,-225,49,24.05,7700
-6,33,-259,-72,70,28,174,255,-222,52,24.05,7786
-7,34,-262,-73,70,27,177,258,-220,49,23.93,7873
-8,32,-263,-72,70,28,175,261,-222,50,23.87,7959
-6,33,-261,-73,71,28,175,258,-223,50,23.85,8046
-7,34,-261,-73,70,27,173,261,-223,51,23.93,8132
-6,34,-262,-73,70,29,174,260,-223,50,23.91,8219
-7,33,-261,-73,70,28,173,257,-223,50,23.97,8305
-6,32,-262,421,420,419,176,260,-224,46,23.97,8391
-7,32,-261,-73,70,28,176,259,-220,47,23.85,8478
-6,33,-261,-73,70,28,176,258,-222,50,23.85,8565
-7,33,-260,-72,70,27,172,260,-222,51,23.91,8651
-8,34,-260,-73,71,27,175,261,-220,48,23.87,8738
-8,34,-260,-73,71,29,176,258,-221,50,23.87,8824
-5,33,-261,-72,70,28,175,257,-222,50,23.85,8911
-7,33,-262,-73,71,27,175,260,-220,50,23.87,8997
-8,33,-262,-73,70,28,177,257,-219,50,23.91,9084
-6,33,-262,-72,71,28,177,258,-220,51,23.99,9170
-6,33,-262,-72,70,28,175,263,-218,49,23.99,9257
-8,34,-263,-72,70,27,174,261,-221,51,23.87,9344
-8,34,-262,-73,70,27,175,260,-225,50,23.79,9431
-6,33,-262,-73,70,27,179,259,-220,48,23.93,9517
-6,33,-260,-73,70,28,177,258,-219,51,23.93,9604
-7,33,-261,-73,70,27,176,260,-219,53,23.93,9690
-5,32,-261,-72,71,27,173,260,-222,52,23.91,9777
-8,33,-260,-73,70,28,173,259,-223,48,23.87,9863
-6,32,-263,-72,70,28,173,262,-221,51,23.87,9950
-7,34,-263,-72,71,28,174,262,-219,50,23.87,10036
-7,33,-264,-72,70,27,174,260,-221,51,23.87,10123
-7,34,-261,-72,70,28,175,261,-223,50,23.93,10209
-6,33,-263,-72,70,28,175,259,-223,50,23.91,10296
-9,33,-261,-72,70,28,176,257,-221,49,23.85,10383
-8,33,-261,-72,70,28,175,259,-222,51,23.97,10469
-6,33,-262,-73,71,27,175,259,-217,50,23.91,10556
-7,34,-261,-74,70,27,175,260,-223,50,23.85,10642
-7,32,-261,-73,71,27,176,257,-219,49,23.81,10729
-7,33,-262,-73,70,28,178,259,-224,51,23.81,10815
-8,33,-264,-73,71,27,174,258,-222,47,23.87,10902
-9,33,-261,-73,71,28,174,261,-222,51,23.81,10989
-6,32,-262,-73,70,28,176,261,-221,50,23.91,11075
-6,32,-263,-73,70,28,176,259,-223,52,23.91,11162
-7,34,-262,-73,70,27,174,259,-223,53,23.93,11248
-6,33,-263,-73,70,28,173,258,-219,48,23.91,11335
-7,33,-263,-73,70,28,176,259,-223,50,23.85,11421
-7,34,-261,-72,70,28,177,258,-222,51,23.85,11508
-7,33,-260,-73,70,27,174,260,-220,49,23.87,11594
-8,34,-261,-73,71,28,173,259,-222,50,23.91,11681
-7,33,-262,-72,71,28,175,260,-222,49,23.91,11768
-5,34,-261,-73,70,28,176,260,-220,53,23.85,11854
-7,32,-262,-73,70,28,174,259,-221,46,23.93,11941
-7,33,-261,-72,70,27,176,261,-222,50,23.87,12027
-6,33,-261,-73,71,27,174,259,-224,50,23.91,12114
-7,33,-261,-73,70,27,173,261,-224,47,23.97,12200
-7,34,-262,-73,70,28,175,260,-225,51,23.97,12288
-7,32,-265,-72,71,28,176,259,-222,49,23.97,12375
-7,33,-262,-73,70,27,173,258,-221,50,23.93,12461
-8,33,-261,-73,70,27,175,260,-222,50,23.91,12548
-8,32,-258,-73,70,27,176,259,-222,49,23.81,12634
-7,34,-261,-73,70,28,175,259,-220,52,23.87,12721
-8,32,-262,-72,70,28,176,259,-221,50,23.97,12807
-8,33,-261,-73,70,27,174,258,-221,49,23.85,12894
-7,32,-262,-73,70,28,175,258,-221,46,23.91,12981
-8,34,-262,-72,70,28,175,258,-219,52,23.91,13067
-7,33,-261,-72,70,28,177,258,-220,52,23.87,13154
-7,33,-262,-73,70,28,178,258,-220,50,23.99,13240
-6,32,-262,-73,70,28,174,259,-220,50,23.91,13327
-7,34,-262,-73,70,27,174,258,-219,50,23.97,13413
-6,32,-263,-73,70,28,175,258,-220,51,23.97,13500
-7,33,-263,-73,70,28,176,256,-221,49,23.97,13586
-6,33,-260,-72,70,28,176,260,-223,50,23.91,13673
-9,33,-264,-73,70,28,174,261,-222,47,23.91,13760
-6,32,-262,-72,71,28,176,260,-223,54,23.81,13846
-8,33,-263,-73,70,27,173,257,-222,50,23.87,13933
-7,33,-261,-73,70,28,177,259,-222,50,23.81,14019
-7,33,-263,-73,70,28,175,259,-220,50,23.97,14106
-7,33,-261,-73,71,28,175,262,-225,50,23.93,14192
-6,33,-262,-72,70,28,176,259,-222,51,23.93,14279
-8,32,-261,-73,71,27,176,257,-219,51,23.91,14366
-7,34,-261,-73,71,27,175,260,-221,49,23.85,14452
-8,34,-258,-73,70,27,177,258,-220,49,23.85,14539
-6,33,-261,-73,71,27,173,259,-221,48,23.87,14625
-7,33,-262,-72,70,28,173,260,-221,50,23.87,14712
-6,32,-261,-73,70,27,174,261,-219,48,23.91,14798
-7,33,-262,-72,70,28,177,256,-222,48,23.93,14885
-7,34,-263,-72,70,28,176,260,-221,49,23.97,14972
-8,34,-263,-72,70,28,175,260,-220,46,23.97,15058
-7,33,-263,-73,70,27,174,259,-222,51,24.03,15145
-7,32,-263,-73,70,28,177,257,-221,51,23.91,15232
-7,32,-262,-72,70,27,175,260,-221,51,23.91,15319
-6,33,-261,-73,70,28,177,260,-222,50,23.93,15405
-6,33,-262,-72,70,28,175,258,-224,51,23.93,15492
-7,33,-262,-73,70,27,177,258,-221,49,23.91,15578
-7,33,-263,-73,70,28,175,258,-222,51,23.97,15665
-7,34,-261,-73,71,27,174,259,-221,48,23.99,15752
-6,34,-263,-72,70,27,172,258,-218,49,23.93,15838
-6,33,-262,-72,70,28,175,258,-224,51,23.87,15925
-7,33,-261,-72,70,28,175,258,-222,49,23.93,16011
-8,34,-261,-72,70,28,175,257,-220,49,23.93,16098
-7,33,-263,-72,70,27,173,262,-221,49,23.93,16184
-7,33,-262,-72,70,27,173,262,-223,50,23.85,16271
-7,34,-262,-72,70,28,177,257,-220,51,23.91,16358
-8,33,-262,-72,70,28,175,259,-219,51,23.93,16444
-6,34,-261,-72,70,28,171,254,-224,50,23.97,16531
-9,33,-263,-72,70,28,174,257,-221,49,23.93,16617
-7,32,-263,-72,70,28,172,253,-221,51,23.93,16704
-7,32,-263,-72,70,27,169,254,-221,48,23.93,16790
-6,33,-264,-72,70,28,172,251,-221,51,23.87,16877
-7,33,-263,-72,70,27,170,251,-221,50,23.87,16963
-7,33,-262,-72,69,28,172,255,-222,51,23.93,17050
-7,33,-264,-73,70,28,172,256,-222,50,23.91,17137
-8,35,-262,-72,70,28,172,250,-221,51,23.91,17223
-8,34,-262,-73,70,28,169,253,-222,50,23.91,17310
-6,32,-262,-72,70,28,174,257,-220,51,23.91,17396
-8,34,-262,-72,70,28,175,260,-225,49,23.91,17483
-8,33,-262,-72,70,27,174,259,-222,49,23.91,17569
-6,32,-263,-72,70,28,176,259,-222,50,23.97,17656
-8,34,-263,-73,70,27,174,258,-220,48,23.87,17743
-8,33,-261,-72,70,27,174,262,-222,52,23.97,17829
-6,32,-261,-73,70,27,175,261,-222,48,23.87,17916
-6,33,-262,-73,70,27,176,259,-223,50,23.91,18002
-5,33,-262,-73,69,28,178,257,-221,50,23.93,18089
-4,36,-260,-72,69,27,176,259,-223,51,23.93,18176
-11,35,-268,-73,69,28,177,261,-220,50,24.03,18263
-7,34,-260,-73,70,27,175,261,-221,49,24.03,18350
-7,33,-259,-74,69,27,175,258,-221,49,23.87,18436
-7,33,-269,-72,69,27,173,259,-221,50,23.93,18523
-8,34,-259,-73,70,28,175,256,-221,49,23.97,18609
-8,32,-263,-72,70,27,176,262,-220,51,23.99,18696
-8,33,-261,-73,70,27,176,258,-219,51,23.93,18782
-7,34,-263,-73,70,28,175,256,-222,49,23.93,18869
-7,33,-262,-73,70,27,174,258,-221,50,23.93,18955
-6,33,-263,-72,70,28,175,259,-223,50,23.93,19042
-6,34,-261,-72,70,28,175,258,-222,50,23.91,19129
-7,33,-261,-72,70,28,177,259,-221,50,23.85,19215
-7,34,-262,-72,70,27,175,258,-220,51,23.91,19302
-7,33,-261,-72,70,27,173,260,-221,49,23.97,19388
-7,33,-261,-72,69,28,175,258,-221,50,23.97,19475
-6,32,-263,-73,70,27,176,257,-223,49,23.97,19561
-7,33,-262,-72,70,28,173,259,-222,49,23.99,19648
-7,34,-261,-73,70,27,174,261,-220,49,23.85,19735
-6,33,-260,-72,70,27,171,260,-219,50,23.85,19821
-7,33,-262,-72,69,28,172,261,-221,47,23.93,19908
-6,33,-262,-73,70,28,174,259,-222,49,23.97,19994
-7,32,-262,-73,70,27,175,259,-223,47,23.99,20081
-8,32,-262,-72,70,28,175,258,-223,51,23.93,20167
-6,33,-263,-73,70,28,172,258,-220,49,23.87,20254
-7,34,-263,-73,70,27,175,258,-222,49,23.91,20340
-7,32,-263,-73,70,27,175,259,-221,49,23.97,20427
-8,34,-262,-72,71,28,174,259,-219,51,23.87,20514
-7,33,-262,-72,70,28,168,254,-219,51,23.87,20600
-8,33,-262,-72,69,28,175,257,-220,51,23.79,20687
-7,34,-261,-73,70,27,172,257,-219,51,23.81,20773
-7,33,-262,-72,70,27,173,259,-220,51,24.03,20860
-6,35,-261,-73,70,27,174,258,-222,47,23.99,20946
-7,34,-261,-72,70,28,173,255,-221,49,24.03,21033
-6,33,-262,-72,70,28,178,259,-219,49,23.97,21121
-7,34,-260,-73,69,27,176,256,-223,52,23.97,21207
-6,33,-262,-72,70,28,174,259,-222,50,23.97,21294
-6,33,-262,-73,70,28,173,259,-221,52,23.97,21380
-8,33,-261,-72,69,28,175,259,-220,51,23.97,21467
-7,32,-262,-72,70,28,176,257,-221,48,23.93,21553
-8,34,-262,-72,70,28,173,259,-222,48,23.87,21640
-5,32,-262,-72,70,28,174,259,-221,50,23.87,21727
-6,32,-262,-72,69,28,174,260,-221,48,23.97,21813
-7,33,-263,-72,70,28,174,258,-223,49,24.05,21900
-7,33,-261,-73,70,28,176,259,-220,54,23.85,21986
-6,34,-262,-73,70,28,175,259,-221,50,23.85,22073
-8,32,-263,-73,70,27,174,260,-222,49,23.99,22159
-6,34,-262,-73,69,27,177,260,-226,50,23.87,22246
-6,33,-261,-72,70,27,175,261,-221,52,23.93,22332
-7,33,-262,-73,70,28,175,262,-220,51,24.03,22419
-6,32,-263,-72,70,27,174,259,-221,49,23.99,22506
-8,34,-263,-72,70,27,174,254,-219,52,23.99,22592
-8,32,-261,-72,70,27,173,259,-219,49,23.99,22679
-7,32,-263,-73,70,28,176,256,-218,48,23.97,22765
-7,33,-262,-72,70,28,174,258,-219,52,23.97,22852
-6,32,-260,-72,70,28,176,259,-222,48,23.91,22938
-6,32,-262,-73,70,27,175,258,-219,48,23.97,23025
-6,32,-263,-72,69,28,176,259,-225,51,23.93,23112
-7,34,-260,-73,70,28,174,259,-222,49,23.91,23198
-7,34,-263,-72,70,28,175,259,-222,51,23.87,23285
-7,33,-261,-73,70,27,175,260,-223,52,23.99,23371
-7,33,-261,-72,70,28,176,257,-222,47,23.91,23458
-6,32,-262,-72,70,28,175,261,-221,49,23.99,23544
-7,33,-262,-72,69,28,176,257,-221,49,23.99,23631
-7,34,-262,-73,70,27,176,261,-222,50,23.87,23717
-7,33,-262,-72,70,28,178,258,-218,52,23.97,23804
-7,33,-262,-72,70,27,175,261,-222,49,23.91,23891
-6,32,-262,-72,70,27,172,259,-221,50,23.97,23977
-7,34,-263,-73,69,27,176,260,-219,51,23.99,24065
-7,32,-261,-73,70,27,176,258,-220,48,23.99,24151
-7,35,-261,-73,69,28,174,260,-221,48,23.85,24238
-7,33,-261,-72,70,28,175,260,-220,53,23.85,24324
-7,34,-263,-72,70,27,175,256,-220,50,23.97,24411
-7,34,-262,-73,71,27,174,259,-220,50,23.81,24498
-7,34,-264,-72,70,27,175,257,-222,53,23.97,24584
-8,34,-265,-72,69,28,170,257,-220,51,23.99,24671
-7,33,-262,-73,69,28,175,257,-222,52,23.85,24757
-7,34,-266,-72,70,27,176,256,-220,50,23.99,24844
-7,32,-260,-72,69,27,175,260,-223,49,23.97,24930
-6,34,-262,-73,69,27,172,261,-224,51,23.93,25017
-8,34,-260,-72,70,28,172,260,-221,47,23.93,25104
-6,32,-260,-72,70,27,173,256,-221,50,23.87,25190
-8,33,-262,-72,70,27,174,258,-222,52,23.87,25277
-7,34,-262,-72,70,28,173,258,-224,50,23.87,25363
-6,32,-262,-73,69,27,174,261,-222,51,23.79,25450
-7,32,-261,-72,70,27,173,260,-224,48,23.93,25536
-7,32,-262,-72,71,27,173,259,-218,51,23.81,25623
-7,33,-261,-73,70,27,174,260,-222,52,23.97,25709
-7,33,-258,-72,70,28,176,257,-220,49,23.91,25796
-7,33,-259,-73,70,28,175,260,-219,48,23.91,25883
-8,34,-262,-72,70,27,174,259,-216,49,23.93,25969
-9,33,-263,-72,70,28,174,259,-219,51,23.97,26056
-8,33,-261,-72,70,28,176,258,-220,49,23.87,26142
-7,34,-261,-72,70,27,174,260,-222,50,23.87,26229
-8,33,-262,-72,69,27,177,257,-217,49,24.05,26315
-7,33,-262,-73,69,27,173,260,-220,51,23.93,26402
-6,33,-261,-73,70,28,175,258,-222,51,23.97,26488
-6,32,-262,-72,70,28,174,257,-221,49,23.85,26575
-7,34,-263,-72,69,27,173,257,-223,49,23.85,26662
-5,33,-262,-72,70,27,175,257,-221,49,23.93,26748
-7,32,-262,-73,70,28,177,257,-223,54,23.97,26835
-7,33,-260,-73,70,28,174,260,-222,51,23.91,26921
-8,34,-263,-72,70,27,173,260,-221,50,23.97,27009
-7,32,-263,-72,69,27,175,260,-221,50,24.03,27095
-7,33,-263,-72,70,27,172,260,-219,49,23.97,27182
-6,33,-261,-72,70,28,177,258,-221,51,23.93,27269
-7,34,-262,-73,70,28,174,256,-223,50,23.93,27355
-7,32,-260,-73,70,28,172,260,-218,50,23.91,27442
-6,33,-262,-73,69,28,175,260,-219,49,23.93,27528
-8,33,-261,-73,69,27,171,259,-219,49,23.93,27615
-7,33,-263,-72,69,27,174,260,-218,48,23.91,27701
-7,33,-263,-73,69,27,174,256,-222,52,23.99,27788
-8,33,-263,-72,70,28,176,261,-220,50,23.97,27875
-8,34,-262,-72,70,28,178,258,-224,51,23.99,27961
-7,33,-260,-72,70,27,174,258,-220,48,23.93,28048
-6,33,-262,-72,70,27,176,258,-220,50,23.93,28134
-7,33,-261,-72,70,27,175,259,-219,50,23.81,28221
-7,34,-261,-72,70,27,174,258,-222,51,23.91,28307
-6,34,-261,-72,70,27,170,259,-220,51,23.97,28394
-7,33,-262,-73,70,27,174,260,-220,50,23.87,28480
-7,33,-264,-72,70,28,172,261,-222,49,24.03,28567
-7,33,-264,-72,69,27,171,258,-222,49,23.91,28654
-7,33,-263,-72,70,28,173,258,-224,50,23.87,28740
-8,32,-260,-73,69,27,173,258,-220,49,23.85,28827
-7,32,-263,-73,70,28,175,259,-223,50,23.85,28913
-6,33,-259,-72,70,27,174,259,-220,48,24.11,29000
-8,33,-262,-73,70,28,174,257,-222,48,23.93,29086
-6,33,-262,-73,70,27,173,260,-222,50,23.93,29173
-8,33,-262,-73,70,27,175,260,-221,52,24.05,29260
-8,33,-262,-72,70,28,176,258,-223,52,23.97,29346
-6,32,-261,-73,70,28,173,261,-221,50,23.97,29433
-6,32,-262,-73,70,28,174,261,-219,48,23.91,29519
-7,33,-260,-72,70,28,172,258,-221,50,24.03,29606
-7,33,-261,-73,70,28,176,258,-219,50,24.03,29692
-6,33,-263,-73,69,28,177,260,-220,50,24.03,29779
-8,33,-262,-72,70,27,174,258,-219,50,23.87,29865
-8,32,-263,-72,70,27,174,259,-222,51,23.91,29953
-7,34,-260,-73,69,27,176,258,-216,49,23.99,30040
-6,34,-263,-72,70,27,176,257,-221,49,23.93,30126
-6,32,-262,-73,69,28,173,257,-219,48,24.05,30213
-7,34,-262,-73,70,27,174,258,-222,49,23.81,30299
-7,33,-259,-73,69,27,173,258,-222,49,23.91,30386
-7,34,-261,-73,70,27,174,260,-220,49,23.91,30472
-6,33,-260,-72,70,27,174,260,-220,49,23.97,30559
-7,33,-262,-72,70,27,175,259,-220,52,23.99,30646
-6,32,-261,-73,70,28,175,256,-222,49,24.03,30732
-8,33,-263,-72,70,28,171,258,-220,48,23.85,30819
-7,32,-263,-73,70,28,175,258,-220,50,23.99,30905
-7,32,-260,-72,69,28,173,258,-223,52,23.99,30992
-7,33,-263,-73,70,28,173,259,-222,52,23.93,31078
-7,33,-262,-72,70,27,176,258,-223,49,23.93,31165
-7,32,-261,-73,70,27,174,260,-223,49,23.75,31252
-7,34,-262,-72,70,28,177,259,-222,50,23.87,31338
-7,34,-262,-72,69,27,175,261,-222,50,23.81,31425
-8,33,-262,-72,70,27,174,260,-220,50,23.91,31511
-8,34,-263,-72,70,27,176,258,-219,50,23.99,31598
-6,33,-261,-73,70,27,175,259,-219,52,23.99,31684
-8,33,-263,-72,71,27,175,258,-220,48,23.85,31771
-8,33,-260,-72,70,27,175,260,-219,50,23.85,31857
-7,34,-263,-73,70,27,174,259,-220,53,23.85,31944
-7,33,-261,-72,69,28,174,260,-222,49,23.79,32031
-6,33,-260,-73,70,28,174,260,-221,50,23.81,32117
-5,33,-264,-72,70,27,174,260,-221,51,23.87,32204
-8,35,-271,-72,70,28,176,257,-220,49,23.99,32290
-6,31,-266,-73,70,27,174,258,-221,50,23.97,32377
-8,33,-262,-72,70,28,175,258,-223,47,23.99,32463
-6,34,-259,-71,70,27,173,259,-222,51,23.85,32550
-7,34,-259,-73,69,27,170,258,-221,53,23.97,32637
-7,34,-262,-73,70,27,167,258,-220,48,23.97,32723
-6,34,-259,-72,70,27,172,258,-220,52,23.85,32811
-7,32,-263,-72,70,28,172,260,-219,49,23.87,32897
-7,33,-261,-73,71,28,182,307,-201,50,23.91,32984
-12,30,-276,-74,69,27,214,229,-181,49,23.79,33070
-5,25,-271,-71,70,33,245,145,-234,51,24.05,33157
-6,28,-272,-71,70,35,182,291,-173,51,23.81,33244
-8,37,-261,-71,70,22,153,272,-228,49,23.87,33330
-10,32,-248,-73,71,24,164,237,-238,53,23.87,33417
-5,37,-262,-71,70,35,187,236,-226,51,23.75,33503
-6,30,-263,-73,68,29,179,243,-240,48,23.71,33590
-7,45,-272,-73,69,23,155,282,-256,49,23.71,33676
-11,27,-262,-69,71,31,181,259,-211,50,23.57,33763
-4,33,-261,-74,70,30,172,256,-223,53,23.51,33850
-6,41,-268,-72,71,22,170,258,-220,49,23.45,33936
-13,32,-275,-76,69,28,168,256,-226,50,23.53,34023
-3,39,-292,-74,68,32,171,258,-219,52,23.51,34109
-13,30,-285,-76,68,23,171,258,-219,53,23.51,34196
-15,33,-268,-71,70,25,169,257,-221,52,23.41,34283
-12,27,-278,-73,69,31,170,256,-220,52,23.51,34369
-6,29,-260,-71,71,26,171,256,-222,49,23.45,34456
-3,30,-249,-73,70,24,171,256,-224,48,23.51,34542
-6,33,-265,-71,70,29,170,257,-226,49,23.51,34629
-8,27,-279,-73,70,27,174,257,-220,53,23.39,34716
-8,32,-259,-74,70,23,167,258,-225,51,23.51,34802
-11,29,-257,-73,71,27,170,254,-224,52,23.51,34889
-6,30,-263,-70,71,31,171,260,-224,50,23.45,34975
-5,38,-257,-73,70,29,170,258,-222,48,23.41,35062
-5,30,-265,-73,70,23,174,252,-219,52,23.47,35148
-11,31,-262,-71,70,30,157,212,-251,51,23.51,35235
2,61,-280,-71,70,29,142,284,-199,48,23.51,35322
-8,-33,-248,-69,73,23,140,204,-260,50,23.51,35408
21,155,-288,-62,75,32,165,182,-224,50,23.51,35495
19,54,-156,-91,64,34,194,179,-215,49,23.51,35581
-44,40,-183,-63,75,26,175,260,-221,50,23.51,35668
-70,29,-247,-82,66,30,171,256,-226,52,23.47,35756
-28,26,-324,-69,71,33,175,254,-221,50,23.47,35842
-3,32,-292,-77,70,20,172,255,-222,50,23.41,35929
3,30,-224,-72,70,29,174,255,-224,52,23.51,36015
-15,37,-244,-73,68,32,173,256,-223,53,23.35,36102
0,44,-289,-75,69,23,168,253,-223,53,23.35,36189
-5,33,-262,-71,71,27,171,254,-224,52,23.45,36275
4,40,-271,-73,68,32,168,255,-223,50,23.45,36362
-12,33,-286,-73,70,24,167,247,-212,51,23.41,36448
-8,23,-218,-72,70,27,148,390,-186,50,23.33,36535
-28,22,-253,-74,68,30,154,243,-210,50,23.33,36621
-17,4,-277,-78,66,29,131,294,-153,50,23.35,36708
10,19,-298,-63,73,29,210,108,-249,49,23.39,36795
-1,106,-212,-59,74,37,129,359,-147,53,23.41,36881
-29,34,-512,-94,45,71,148,158,-206,49,23.41,36968
-34,42,-512,-24,87,66,191,164,-243,49,23.41,37054
-12,153,-512,4,96,95,133,220,-235,49,23.33,37141
-64,12,-512,-33,74,101,173,175,-232,48,23.35,37228
-66,30,-72,-45,70,75,159,215,-215,49,23.27,37314
-87,23,-318,-59,73,69,163,4,-227,49,23.17,37401
-17,7,-229,-74,70,39,167,258,-228,50,23.11,37487
22,19,-278,-81,66,30,168,251,-230,50,23.17,37574
15,46,-231,-86,68,24,166,256,-233,48,23.23,37661
-26,11,-302,-69,72,29,166,256,-228,50,23.23,37747
-10,44,-316,-73,69,30,168,255,-234,48,23.17,37834
-11,29,-266,-74,68,25,166,253,-230,51,23.11,37920
-10,23,-285,-78,70,28,168,254,-231,53,23.17,38007
-13,23,-258,-75,69,30,168,258,-228,49,23.27,38094
-15,24,-243,-73,69,25,166,257,-228,52,23.45,38180
-4,32,-282,-72,70,26,165,255,-228,52,23.41,38267
-2,35,-244,-74,69,30,169,255,-231,52,23.39,38353
-5,36,-259,-75,70,25,168,256,-229,50,23.39,38440
-5,30,-264,-72,70,26,164,255,-230,49,23.45,38528
-6,28,-268,-72,69,31,168,259,-231,49,23.47,38614
-1,31,-244,-75,69,28,168,257,-228,50,23.35,38701
-5,37,-248,-73,69,26,168,255,-226,50,23.45,38787
-6,33,-262,-72,70,28,169,255,-227,51,23.57,38874
