Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z,Compass X,Compass Y,Compass Z,Lidar,Temperature,Time
-4,31,-261,-71,74,24,20,107,98,74,23.59,4320
-3,31,-263,-71,73,30,20,103,100,74,23.59,4407
-3,33,-263,-71,73,20,25,104,98,73,23.53,4493
-4,33,-265,-71,73,28,21,103,96,75,23.59,4580
-3,33,-263,-71,72,27,27,101,98,73,23.59,4666
-9,33,-270,-72,73,22,-2,206,101,74,23.53,4753
1,33,-255,-72,74,28,18,123,98,74,23.59,4839
-5,15,-269,-71,73,30,23,103,195,74,23.51,4925
-11,26,-269,-72,73,20,17,103,101,72,23.53,5012
4,56,-256,-71,73,30,22,98,99,76,23.53,5098
-2,34,-263,-71,73,28,24,106,99,73,23.53,5185
-5,31,-262,-72,74,18,21,109,99,73,23.47,5271
-3,33,-262,-71,73,33,22,106,101,74,23.57,5358
-1,32,-262,-72,72,23,23,108,98,74,23.63,5444
-7,31,-264,-71,73,22,23,107,101,74,23.51,5531
-2,33,-262,-71,73,31,21,109,100,74,23.57,5617
-2,32,-263,-71,73,22,21,109,101,74,23.63,5703
-5,32,-263,-71,72,26,21,112,100,77,23.63,5790
-3,33,-262,-71,73,28,21,109,99,73,23.65,5876
-3,33,-263,-71,73,22,23,103,99,74,23.51,5963
-4,32,-261,-71,73,28,20,106,99,75,23.57,6049
-2,32,-263,-71,73,26,23,101,99,71,23.57,6136
-2,30,-264,-71,73,24,22,104,99,73,23.57,6222
-4,33,-260,-71,73,28,24,102,100,75,23.63,6308
-2,33,-261,-71,73,25,19,102,99,71,23.59,6395
-4,33,-261,-71,73,25,23,103,100,73,23.59,6481
-4,33,-262,-71,73,27,23,102,97,74,23.53,6568
-4,33,-263,-71,73,25,24,104,101,74,23.57,6654
-3,32,-261,-71,73,25,26,105,99,72,23.51,6742
-2,34,-263,-71,73,26,25,104,98,75,23.57,6828
-3,33,-263,-70,73,25,27,101,101,74,23.65,6914
-4,32,-264,-71,73,25,24,105,98,75,23.69,7001
-3,33,-262,-70,73,26,24,105,99,74,23.57,7087
-2,32,-262,-71,73,26,24,106,98,74,23.57,7174
-4,32,-262,-2,-258,-258,22,106,99,75,23.59,7260
-1,33,-261,-71,73,26,22,107,101,75,23.53,7347
-3,34,-268,-70,73,26,23,107,98,77,23.63,7433
-2,33,-267,-71,73,25,21,110,100,74,23.63,7520
-3,33,-265,-71,73,25,23,109,103,74,23.59,7606
-3,33,-265,-71,73,26,21,108,97,75,23.69,7692
-4,32,-261,-71,73,25,23,109,101,76,23.57,7779
-3,33,-264,-71,73,26,22,107,98,75,23.57,7865
-3,33,-262,-72,72,26,21,109,99,76,23.59,7952
-3,32,-262,-71,72,26,22,104,97,73,23.59,8038
-3,33,-263,-71,73,26,24,104,102,75,23.57,8125
-3,31,-266,-71,73,26,23,104,101,73,23.65,8211
-3,32,-265,-71,72,26,24,104,97,74,23.57,8297
-4,32,-262,-71,73,26,24,103,99,77,23.57,8384
-3,30,-263,-71,72,25,25,103,99,73,23.53,8470
-2,32,-264,-71,73,25,24,103,99,74,23.53,8557
-3,32,-263,-71,73,25,24,101,102,73,23.65,8643
-3,32,-263,-71,72,25,24,101,99,77,23.47,8729
-4,33,-260,-71,73,26,23,104,98,74,23.51,8816
-3,32,-262,-71,73,25,23,105,98,75,23.59,8902
-3,30,-262,-71,73,26,22,108,97,74,23.63,8989
-2,32,-263,-71,73,25,25,107,101,75,23.59,9075
-4,32,-263,-71,73,25,23,109,98,73,23.59,9162
-3,33,-265,-71,72,25,21,105,100,76,23.59,9248
-3,32,-261,-71,72,26,21,106,99,73,23.65,9334
-3,33,-263,-71,73,26,21,109,102,76,23.59,9421
-4,32,-262,-70,72,26,24,109,99,75,23.63,9507
-3,33,-262,-71,72,26,22,105,101,75,23.57,9594
-2,33,-262,-70,73,25,22,108,100,75,23.63,9680
-3,32,-262,-71,73,26,21,106,99,74,23.53,9767
-4,32,-264,-71,73,25,23,107,103,74,23.69,9853
-5,33,-261,-70,72,25,21,104,100,74,23.69,9940
-3,32,-262,-71,72,25,26,101,98,76,23.39,10027
-3,31,-262,-70,72,26,23,106,100,74,23.59,10114
-4,33,-262,-71,72,26,24,108,100,73,23.57,10200
-3,33,-262,-70,73,25,23,102,98,74,23.63,10287
-2,33,-262,-71,72,25,22,103,99,73,23.63,10373
-2,32,-263,-71,72,25,23,99,97,75,23.63,10459
-3,33,-262,-71,72,25,24,102,100,75,23.53,10546
-4,33,-264,-71,72,25,26,102,100,76,23.53,10632
-4,32,-261,-71,72,26,24,106,101,75,23.57,10719
-3,33,-263,-70,73,25,24,101,100,72,23.65,10805
-4,32,-263,-71,72,26,22,106,97,73,23.53,10892
-3,33,-261,-71,71,25,24,106,99,73,23.59,10978
-4,32,-263,-70,72,25,21,107,98,74,23.59,11065
-3,32,-262,-71,72,25,22,108,98,78,23.65,11151
-3,32,-263,-71,72,26,24,110,101,74,23.51,11238
-4,32,-262,-72,73,25,25,105,98,78,23.51,11324
-4,34,-262,-71,72,26,19,108,99,76,23.47,11411
-3,31,-264,-71,72,26,21,109,99,73,23.51,11497
-4,31,-261,-71,73,26,22,106,100,74,23.63,11584
-3,32,-261,-71,72,25,23,107,100,73,23.57,11670
-4,32,-263,-71,72,25,21,106,100,74,23.63,11757
-4,32,-261,-71,72,26,22,104,96,74,23.63,11843
-4,32,-262,-71,72,26,25,103,96,75,23.63,11930
-3,32,-261,-71,73,26,24,102,100,72,23.63,12016
-3,33,-263,-72,72,26,22,103,99,76,23.51,12103
-7,34,-274,-71,72,26,26,102,100,74,23.69,12189
-2,32,-261,-71,73,25,26,104,102,74,23.51,12276
-2,32,-263,-71,73,26,27,104,97,75,23.59,12362
-4,32,-261,-71,72,26,25,101,101,73,23.65,12449
-3,31,-263,-71,72,26,25,99,99,74,23.69,12535
